ObjectPath,Content,SceneName,Translated,TranslatedText
"LFA Case 3 Oxygen Delivery/State Canvas/State 2b - 2/2/Heading","WHAT IS THE DIFFERENCE BETWEEN F<sub>D</sub>O<sub>2</sub> AND F<sub>I</sub>O<sub>2</sub>?",Korean LFA ASA 2022,Y,"APA PERBEDAAN ANTARA F<sub>D</sub>O<sub>2</sub> DAN F<sub>I</sub>O<sub>2</sub>?"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 5/5/Heading","CONTROLLING THE F<sub>D</sub>O<sub>2</sub> – GAS FLOWS VERSUS GAS COMPOSITION",Korean LFA ASA 2022,Y,"MENGONTROL F<sub>D</sub>O<sub>2</sub> – ALIRAN GAS VERSUS KOMPOSISI GAS"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 9/9 PLOTS/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MEMPEROLEH F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 5/5/Text","<b>5/5.</b> <u>User Action:</u> Adjust the FGF using the fractional controller by setting F<sub>D</sub>O<sub>2</sub> to 30% and total FGF to 2 L/min.

Note how the <mark=#0000ff40>flows of oxygen and air</mark> change on the <mark=#0000ff40>individual gas flow controllers</mark>.",Korean LFA ASA 2022,Y,"<b>5/5.</b> <u>Tindakan Pengguna:</u> Sesuaikan FGF menggunakan pengontrol fraksional dengan mengatur F<sub>D</sub>O<sub>2</sub> ke 30% dan total FGF ke 2 L/menit.

Perhatikan bagaimana <mark=#0000ff40>aliran oksigen dan udara</mark> berubah pada <mark=#0000ff40>pengontrol aliran gas individu</mark>."
"LFA Case 3 Oxygen Delivery/State Canvas/State 4 - 1/3/Heading","AIR SHOULD NOT BE USED AS THE ONLY GAS DURING LOW FLOW ANESTHESIA",Korean LFA ASA 2022,Y,"UDARA TIDAK BOLEH DIGUNAKAN SEBAGAI SATU-SATUNYA GAS SELAMA ANESTESIA ALIRAN RENDAH"
"LFA Case 3 Oxygen Delivery/State Canvas/State 2 - 1/2/Text","<b>1/2.</b> This simulation depicts a condition where <mark=#0000ff40>FGF equals minute ventilation</mark> and there is <mark=#0000ff40>no rebreathing</mark>. <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> and <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> are essentially the same. The delivered oxygen concentration in the fresh gas (F<sub>D</sub>O<sub>2</sub>) is determined by flowmeter settings for oxygen and air.


",Korean LFA ASA 2022,Y,"<b>1/2.</b> Simulasi ini menggambarkan kondisi di mana <mark=#0000ff40>FGF sama dengan ventilasi menit</mark> dan tidak ada <mark=#0000ff40>penghirupan ulang</mark>. <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> dan <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> pada dasarnya sama. Konsentrasi oksigen yang diberikan dalam gas segar (F<sub>D</sub>O<sub>2</sub>) ditentukan oleh pengaturan flowmeter untuk oksigen dan udara."
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 3/9 PLOTS/Text","<b>3/9.</b> Plot indicates the rate at which the desired F<sub>I</sub>O<sub>2</sub> is achieved and the associated waste flow.  Reducing FGF will reduce waste but have other consequences.

Select ""Continue"" to take a snapshot for later comparison.",Korean LFA ASA 2022,Y,"<b>3/9.</b> Plot menunjukkan tingkat di mana F<sub>I</sub>O<sub>2</sub> yang diinginkan tercapai dan aliran limbah yang terkait. Mengurangi FGF akan mengurangi limbah tetapi memiliki konsekuensi lain.

Pilih ""Lanjutkan"" untuk mengambil snapshot untuk perbandingan nanti."
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 2/5/Text","<b>2/5.</b><mark=#0000ff40>Individual flow controllers</mark> for O<sub>2</sub> and Air:

Individual gas flows are set by the user.  The resulting F<sub>D</sub>O<sub>2</sub> can be calculated accounting for 21% oxygen in air.  Total FGF is the sum of the flows from the individual flow controllers.  ",Korean LFA ASA 2022,Y,"<b>2/5.</b><mark=#0000ff40>Pengontrol aliran individu</mark> untuk O<sub>2</sub> dan Udara:

Aliran gas individu diatur oleh pengguna. F<sub>D</sub>O<sub>2</sub> yang dihasilkan dapat dihitung dengan memperhitungkan 21% oksigen dalam udara. Total FGF adalah jumlah dari aliran dari pengontrol aliran individu."
"LFA Case 3 Oxygen Delivery/State Canvas/State 2b - 1/2/Heading","WHAT IS THE DIFFERENCE BETWEEN F<sub>D</sub>O<sub>2</sub> AND F<sub>I</sub>O<sub>2</sub>?",Korean LFA ASA 2022,Y,"APA PERBEDAAN ANTARA F<sub>D</sub>O<sub>2</sub> DAN F<sub>I</sub>O<sub>2</sub>?"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 1/5/Text","<b>1/5.</b> The simulation provides two ways to set FGF to mimic the flow controllers available on different anesthesia delivery systems.

The F<sub>D</sub>O<sub>2</sub> is the same no matter which is used.  Continue to explore each flow controller.",Korean LFA ASA 2022,Y,"<b>1/5.</b> Simulasi menyediakan dua cara untuk mengatur FGF untuk meniru pengontrol aliran yang tersedia pada sistem pengiriman anestesi yang berbeda.

F<sub>D</sub>O<sub>2</sub> sama tidak peduli mana yang digunakan. Lanjutkan untuk mengeksplorasi setiap pengontrol aliran."
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 6/9 PLOTS/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MENDAPATKAN F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 6/9 PLOTS/Text","<b>6/9.</b> Compare F<sub>D</sub>O<sub>2</sub>, F<sub>I</sub>O<sub>2</sub>, and waste gas to the previous case that used high FGF as shown in the snapshot.",Korean LFA ASA 2022,Y,"<b>6/9.</b> Bandingkan F<sub>D</sub>O<sub>2</sub>, F<sub>I</sub>O<sub>2</sub>, dan gas limbah dengan kasus sebelumnya yang menggunakan FGF tinggi seperti yang ditunjukkan dalam snapshot."
"LFA Case 3 Oxygen Delivery/State Canvas/State 4 - 3/3/Text","<b>3/3.</b> F<sub>I</sub>O<sub>2</sub> becomes hypoxic with FGF = 1 L/min air.",Korean LFA ASA 2022,Y,"<b>3/3.</b> F<sub>I</sub>O<sub>2</sub> menjadi hipoksik dengan FGF = 1 L/menit udara."
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 5/9/Text","<b>5/9.</b> We are at 21 mins and the <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> target is almost reached.  The plots will show that lower FGF reduces <mark=#0000ff40>waste gas</mark> but prolongs the change in F<sub>I</sub>O<sub>2</sub>.  Also, F<sub>I</sub>O<sub>2</sub> is continuing to fall and will become hypoxic!

Select ""Continue"" to observe plots comparing high and low FGF approaches.",Korean LFA ASA 2022,Y,"<b>5/9.</b> Kami berada di 21 menit dan target <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> hampir tercapai. Plot akan menunjukkan bahwa FGF yang lebih rendah mengurangi <mark=#0000ff40>gas limbah</mark> tetapi memperpanjang perubahan dalam F<sub>I</sub>O<sub>2</sub>. Juga, F<sub>I</sub>O<sub>2</sub> terus menurun dan akan menjadi hipoksik!

Pilih ""Lanjutkan"" untuk mengamati plot yang membandingkan pendekatan FGF tinggi dan rendah."
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 9/9 PLOTS/Text","<b>9/9.</b> Comparison of F<sub>I</sub>O<sub>2</sub> time course at FGF 1/L/min with F<sub>D</sub>O<sub>2</sub> 30% vs. 40%",Korean LFA ASA 2022,Y,"<b>9/9.</b> Perbandingan waktu F<sub>I</sub>O<sub>2</sub> pada FGF 1/L/menit dengan F<sub>D</sub>O<sub>2</sub> 30% vs. 40%"
"LFA Case 3 Oxygen Delivery/State Canvas/State Final Topic Slide TOP/Text (1)","<indent=2%>•<indent=4%>When reducing fresh gas flow to create rebreathing, the inspired oxygen concentration (F<sub>I</sub>O<sub>2</sub>) is the result of mixing fresh gas with exhaled gases and will always be less than the oxygen concentration delivered by the flow controllers (F<sub>D</sub>O<sub>2</sub>).
<indent=2%>•<indent=4%>Monitoring the inspired oxygen concentration is essential to determine the effect of changing FGF or FGF composition on the F<sub>I</sub>O<sub>2</sub> provided to the patient.
<indent=2%>•<indent=4%>Oxygen alone or oxygen mixed with air can be used to achieve the desired F<sub>I</sub>O<sub>2</sub>.  Air alone cannot be used to maintain a safe F<sub>I</sub>O<sub>2</sub> when practicing low flow anesthesia.
<indent=2%>•<indent=4%>Alarm limits for F<sub>I</sub>O<sub>2</sub> should be set and enabled during low flow anesthesia because F<sub>D</sub>O<sub>2</sub> and F<sub>I</sub>O<sub>2</sub> will be different.
",Korean LFA ASA 2022,Y,"<indent=2%>•<indent=4%>Saat mengurangi aliran gas segar untuk menciptakan penghirupan ulang, konsentrasi oksigen yang dihirup (F<sub>I</sub>O<sub>2</sub>) adalah hasil dari pencampuran gas segar dengan gas yang dihembuskan dan akan selalu lebih rendah dari konsentrasi oksigen yang diberikan oleh pengontrol aliran (F<sub>D</sub>O<sub>2</sub>).
<indent=2%>•<indent=4%>Memantau konsentrasi oksigen yang dihirup sangat penting untuk menentukan efek dari perubahan FGF atau komposisi FGF pada F<sub>I</sub>O<sub>2</sub> yang diberikan kepada pasien.
<indent=2%>•<indent=4%>Oksigen saja atau oksigen yang dicampur dengan udara dapat digunakan untuk mencapai F<sub>I</sub>O<sub>2</sub> yang diinginkan. Udara saja tidak dapat digunakan untuk mempertahankan F<sub>I</sub>O<sub>2</sub> yang aman saat melakukan anestesi aliran rendah.
<indent=2%>•<indent=4%>Batas alarm untuk F<sub>I</sub>O<sub>2</sub> harus diatur dan diaktifkan selama anestesi aliran rendah karena F<sub>D</sub>O<sub>2</sub> dan F<sub>I</sub>O<sub>2</sub> akan berbeda."
"LFA Case 3 Oxygen Delivery/State Canvas/Initial Topic Slide/Heading (1)","Oxygen Concentration During Low Flow Anesthesia",Korean LFA ASA 2022,Y,"Konsentrasi Oksigen Selama Anestesi Aliran Rendah"
"LFA Case 3 Oxygen Delivery/State Canvas/State 2 - 1/2/Heading","WHAT IS THE DIFFERENCE BETWEEN F<sub>D</sub>O<sub>2</sub> AND F<sub>I</sub>O<sub>2</sub>?",Korean LFA ASA 2022,Y,"APA PERBEDAAN ANTARA F<sub>D</sub>O<sub>2</sub> DAN F<sub>I</sub>O<sub>2</sub>?"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 3/9 PLOTS/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MENDAPATKAN F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 1/5/Heading","CONTROLLING THE F<sub>D</sub>O<sub>2</sub> – GAS FLOWS VERSUS GAS COMPOSITION",Korean LFA ASA 2022,Y,"MENGONTROL F<sub>D</sub>O<sub>2</sub> – ALIRAN GAS VERSUS KOMPOSISI GAS"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 2/5/Heading","CONTROLLING THE F<sub>D</sub>O<sub>2</sub> – GAS FLOWS VERSUS GAS COMPOSITION",Korean LFA ASA 2022,Y,"MENGONTROL F<sub>D</sub>O<sub>2</sub> – ALIRAN GAS VERSUS KOMPOSISI GAS"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 2/9/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MENDAPATKAN F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 4/9/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MENDAPATKAN F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 5/9/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MENDAPATKAN F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 1 - 4/5/Text","<b>4/5.</b> <u>User Action:</u> Adjust the FGF using the individual gas flow controllers to provide 2 L/min O<sub>2</sub> and 1 L/min Air. Note how the <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> and total <mark=#0000ff40>FGF</mark> change on the <mark=#0000ff40>fractional flow controller</mark>.  ",Korean LFA ASA 2022,Y,"<b>4/5.</b> <u>Tindakan Pengguna:</u> Sesuaikan FGF menggunakan pengontrol aliran gas individu untuk menyediakan 2 L/menit O<sub>2</sub> dan 1 L/menit Udara. Perhatikan bagaimana <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> dan total <mark=#0000ff40>FGF</mark> berubah pada <mark=#0000ff40>pengontrol aliran fraksional</mark>."
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 8/9/Heading","OBTAINING THE DESIRED F<sub>I</sub>O<sub>2</sub>",Korean LFA ASA 2022,Y,"MEMPEROLEH F<sub>I</sub>O<sub>2</sub> YANG DIINGINKAN"
"LFA Case 3 Oxygen Delivery/State Canvas/State 4 - 2/3/Text","<b>2/3.</b> We are at 25 minutes. Notice that <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> is 21%, but <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> is about 17%!  Although air is 21% oxygen, due to rebreathing, the <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> is steadily reduced by the exhaled oxygen (F<sub>E</sub>O<sub>2</sub>).
Air alone should not be used as the maintenance gas during low flow anesthesia.

Select ""Continue"" to see the trend plots.",Korean LFA ASA 2022,Y,"<b>2/3.</b> Kita berada di 25 menit. Perhatikan bahwa <mark=#0000ff40>F<sub>D</sub>O<sub>2</sub></mark> adalah 21%, tetapi <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> sekitar 17%! Meskipun udara adalah 21% oksigen, karena pernapasan ulang, <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> secara bertahap berkurang oleh oksigen yang dihembuskan (F<sub>E</sub>O<sub>2</sub>).
Udara saja tidak boleh digunakan sebagai gas pemeliharaan selama anestesi aliran rendah.

Pilih ""Lanjutkan"" untuk melihat grafik tren."
"LFA Case 6 FGF After Induction/State Canvas/State 4 - 5/6/Text","<b>5/6</b>. We are at 8 minutes. <mark=#0000ff40>F<sub>E</sub>A</mark> has now exceeded the target.  <mark=#0000ff40>Agent Waste flow</mark> is 3.1 mL/hr, much less than 12 mL/hr in the reference wash-in.

Select ""Continue"" to see the trend plot relative to the reference wash-in.",Korean LFA ASA 2022,Y,"<b>5/6</b>. Kita berada di 8 menit. <mark=#0000ff40>F<sub>E</sub>A</mark> sekarang telah melebihi target. <mark=#0000ff40>Aliran limbah agen</mark> adalah 3,1 mL/jam, jauh lebih sedikit daripada 12 mL/jam dalam referensi wash-in.

Pilih ""Lanjutkan"" untuk melihat grafik tren relatif terhadap referensi wash-in."
"LFA Case 6 FGF After Induction/State Canvas/Initial Topic Slide/Heading (1)","Managing Fresh Gas Flow After IV Induction",Korean LFA ASA 2022,Y,"Mengelola Aliran Gas Segar Setelah Induksi IV"
"LFA Case 6 FGF After Induction/State Canvas/State 1 - 6/8/Heading","WHY SHOULD FGF NOT EXCEED MINUTE VENTILATION WHEN INITIATING AN INHALED ANESTHETIC?",Korean LFA ASA 2022,Y,"MENGAPA FGF TIDAK BOLEH MELEBIHI VENTILASI MENIT SAAT MEMULAI ANESTESI INHALASI?"
"LFA Case 6 FGF After Induction/State Canvas/State 4 - 6/6 PLOTS/For Plots/Plots Text","<b>6/6.</b> The maximum vaporizer setting and target F<sub>E</sub>A determine the minimum possible flow.  Monitoring F<sub>E</sub>A is essential!",Korean LFA ASA 2022,Y,"<b>6/6.</b> Pengaturan maksimum vaporizer dan target F<sub>E</sub>A menentukan aliran minimum yang mungkin. Memantau F<sub>E</sub>A sangat penting!"
"LFA Case 5 Maintenance/State Canvas/Topic Slide 3 HowLowFGF/Heading (1)","How Low Can You Set FGF?",Korean LFA ASA 2022,Y,"Seberapa Rendah Anda Dapat Mengatur FGF?"
"LFA Case 5 Maintenance/State Canvas/State 1 - 7/7 - PLOTS/Text","<b>7/7.</b> The plot of F<sub>D</sub>A, F<sub>I</sub>A and F<sub>E</sub>A illustrates the changes in F<sub>I</sub>A and F<sub>E</sub>A during induction. The difference between F<sub>I</sub>A and F<sub>E</sub>A gets smaller and the rate of rise of F<sub>E</sub>A slows.
",Korean LFA ASA 2022,Y,"<b>7/7.</b> Grafik F<sub>D</sub>A, F<sub>I</sub>A dan F<sub>E</sub>A menggambarkan perubahan F<sub>I</sub>A dan F<sub>E</sub>A selama induksi. Perbedaan antara F<sub>I</sub>A dan F<sub>E</sub>A menjadi lebih kecil dan laju kenaikan F<sub>E</sub>A melambat."
"LFA Case 5 Maintenance/State Canvas/State 1 - 4/7/Text","<b>4/7.</b> It is now five minutes. Observe the difference between <mark=#0000ff40>F<sub>I</sub>A and F<sub>E</sub>A.</mark>

Select ""Continue"" to fast forward to 10 minutes.
",Korean LFA ASA 2022,Y,"<b>4/7.</b> Sekarang lima menit. Amati perbedaan antara <mark=#0000ff40>F<sub>I</sub>A dan F<sub>E</sub>A.</mark>

Pilih ""Lanjutkan"" untuk mempercepat ke 10 menit."
"LFA Case 6 FGF After Induction/State Canvas/State 1 - 4/8 (Hidden Snapshot)/Text","<b>4/8.</b>  Note the time course of F<sub>D</sub>A, F<sub>I</sub>A, F<sub>E</sub>A and cumulative anesthetic delivered.  At 10 min, 3.1 mL liquid isoflurane has been delivered",Korean LFA ASA 2022,Y,"<b>4/8.</b> Perhatikan jalannya waktu F<sub>D</sub>A, F<sub>I</sub>A, F<sub>E</sub>A dan anestesi kumulatif yang diberikan. Pada 10 menit, 3,1 mL isofluran cair telah diberikan"
"LFA Case 5 Maintenance/State Canvas/State 1 - 1/7/Heading","WHEN DOES THE MAINTENANCE PHASE BEGIN?",Korean LFA ASA 2022,Y,"KAPAN FASE PEMELIHARAAN DIMULAI?"
"LFA Case 6 FGF After Induction/State Canvas/State 2 - 1/5/Text","<b>1/5.</b> We begin at 8 minutes after preoxygenation and three minutes of the reference wash-in using FGF = 5 L/min.
<u>User Action</u>: Adjust F<sub>D</sub>A to 1.2% and F<sub>D</sub>O<sub>2</sub> to 60% as before but this time reduce <mark=#0000ff40>FGF</mark> to 2.5 L/min. Press the Play icon under the clock, and observe <mark=#0000ff40>F<sub>E</sub>A</mark>.
Select ""Continue"" to jump to 15 minutes.",Korean LFA ASA 2022,Y,"<b>1/5.</b> Kita mulai pada 8 menit setelah preoksigenasi dan tiga menit dari referensi wash-in menggunakan FGF = 5 L/menit.
<u>Tindakan Pengguna</u>: Sesuaikan F<sub>D</sub>A menjadi 1,2% dan F<sub>D</sub>O<sub>2</sub> menjadi 60% seperti sebelumnya tetapi kali ini kurangi <mark=#0000ff40>FGF</mark> menjadi 2,5 L/menit. Tekan ikon Putar di bawah jam, dan amati <mark=#0000ff40>F<sub>E</sub>A</mark>.
Pilih ""Lanjutkan"" untuk melompat ke 15 menit."
"LFA Case 6 FGF After Induction/State Canvas/State 3 - 6/6 PLOTS/For Plots/Plots Text","<b>6/6.</b> Compared to an induction with FGF = 5 L/min, using just 0.5 L/min achieved the same induction with less cumulative agent delivered, 1.8 mL v 3.1 mL. The same wash-in F<sub>E</sub>A is achieved with less agent waste flow.






",Korean LFA ASA 2022,Y,"<b>6/6.</b> Dibandingkan dengan induksi dengan FGF = 5 L/menit, menggunakan hanya 0,5 L/menit mencapai induksi yang sama dengan agen kumulatif yang lebih sedikit diberikan, 1,8 mL v 3,1 mL. Wash-in F<sub>E</sub>A yang sama dicapai dengan aliran limbah agen yang lebih sedikit."
"LFA Case 6 FGF After Induction/State Canvas/State 1 - 4/8 (Hidden Snapshot)/Heading (1)","WHY SHOULD FGF NOT EXCEED MV WHEN INITIATING AN INHALED ANESTHETIC?",Korean LFA ASA 2022,Y,"MENGAPA FGF TIDAK BOLEH MELEBIHI MV SAAT MEMULAI ANESTESI INHALASI?"
"LFA Case 6 FGF After Induction/State Canvas/Topic Slide State 2 with Preox/Text (1)","In this first set of simulations, we have demonstrated the time to establish the desired anesthetic depth (F<sub>E</sub>A) during induction when there is no rebreathing by setting FGF equal to minute ventilation.  Importantly, we have shown that increasing the FGF past the point where there is no rebreathing does not speed induction; it only generates more waste.

Other than limiting the maximum FGF to minute ventilation, is it possible to reduce waste any further in the first part of the induction?  We will separate the discussion into the the wash-in period itself and the period after wash-in.",Korean LFA ASA 2022,Y,"Dalam set simulasi pertama ini, kami telah menunjukkan waktu untuk mencapai kedalaman anestesi yang diinginkan (F<sub>E</sub>A) selama induksi ketika tidak ada pernapasan ulang dengan mengatur FGF sama dengan ventilasi menit. Pentingnya, kami telah menunjukkan bahwa meningkatkan FGF melewati titik di mana tidak ada pernapasan ulang tidak mempercepat induksi; itu hanya menghasilkan lebih banyak limbah.

Selain membatasi FGF maksimum ke ventilasi menit, apakah mungkin untuk mengurangi limbah lebih jauh di bagian pertama dari induksi? Kami akan memisahkan diskusi menjadi periode wash-in itu sendiri dan periode setelah wash-in."
"Tour UI Canvas/Tour Of Sim/ShortCutHolder/Tour Of Simulation/text","Next",Korean LFA ASA 2022,Y,"Berikutnya"
"LFA Case 5 Maintenance/State Canvas/State 2 - 3/7/Text","<b>3/7.</b> We are at 60 minutes. <mark=#0000ff40>F<sub>E</sub>A</mark> is not sustained at 0.8% as desired, more importantly <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> becomes unsafe.

Select ""Continue"" to reset the simulation back to 10 minutes.",Korean LFA ASA 2022,Y,"<b>3/7.</b> Kita berada di 60 menit. <mark=#0000ff40>F<sub>E</sub>A</mark> tidak dipertahankan pada 0,8% seperti yang diinginkan, lebih penting lagi <mark=#0000ff40>F<sub>I</sub>O<sub>2</sub></mark> menjadi tidak aman.

Pilih ""Lanjutkan"" untuk mengatur ulang simulasi kembali ke 10 menit."
"LFA Case 5 Maintenance/State Canvas/State 2 - 3/7/Heading","HOW CAN FGF BE REDUCED SAFELY DURING MAINTENANCE?",Korean LFA ASA 2022,Y,"BAGAIMANA FGF DAPAT DIKURANGI DENGAN AMAN SELAMA PEMELIHARAAN?"
"LFA Case 5 Maintenance/State Canvas/State 2 - 7/7/Heading","HOW CAN FGF BE REDUCED SAFELY DURING MAINTENANCE?",Korean LFA ASA 2022,Y,"BAGAIMANA FGF DAPAT DIKURANGI DENGAN AMAN SELAMA PEMELIHARAAN?"
"LFA Case 6 FGF After Induction/State Canvas/State 3 - 4/6/Heading","IS IT POSSIBLE TO REDUCE FGF FURTHER DURING INDUCTION?


",Korean LFA ASA 2022,Y,"APAKAH MUNGKIN UNTUK MENGURANGI FGF LEBIH LANJUT SELAMA INDUKSI?"
"LFA Case 6 FGF After Induction/State Canvas/State 3 - 3/6 PLOTS/Heading","IS IT POSSIBLE TO REDUCE FGF FURTHER DURING INDUCTION?
",Korean LFA ASA 2022,Y,"APAKAH MUNGKIN UNTUK MENGURANGI FGF LEBIH LANJUT SELAMA INDUKSI?"
"LFA Case 6 FGF After Induction/State Canvas/Initial Topic Slide/Text (1)","Delivering an inhaled anesthetic after intravenous induction requires that two important goals be achieved:
1) Before the effects of the intravenous agent dissipate, an anesthetic effect on the brain sufficient to prevent awareness is established, and
2) At the time of incision, the anesthetic effect is sufficient to prevent movement and if needed, to blunt the adrenergic response.

Increasing the anesthetic concentration in the circuit requires a FGF setting and a vaporizer setting sufficient to achieve the aforementioned goals.  While it is not possible to avoid generating a flow of agent out the scavenging system and into the atmosphere during induction, strategies for managing the FGF and vaporizer settings can be used to minimize the amount of waste and pollution.  This topic will explore those strategies, emphasizing the impact on inhaled anesthetic waste.

For purposes of demonstration, we will consider the ""wash-in"" period - the time to establish an effective anesthetic concentration in the anesthesia circuit and lungs - to be the first 3 minutes.  The overall induction period will be considered to be the initial 10 minutes or so after which anesthetic uptake by the patient has slowed to the point that it can be maintained without frequent adjustments to the vaporizer and FGF settings. ",Korean LFA ASA 2022,Y,"Memberikan anestesi inhalasi setelah induksi intravena memerlukan pencapaian dua tujuan penting:
1) Sebelum efek agen intravena menghilang, efek anestesi pada otak yang cukup untuk mencegah kesadaran harus terbentuk, dan
2) Pada saat insisi, efek anestesi harus cukup untuk mencegah gerakan dan jika diperlukan, untuk menumpulkan respons adrenergik.

Meningkatkan konsentrasi anestesi dalam sirkuit memerlukan pengaturan FGF dan pengaturan vaporizer yang cukup untuk mencapai tujuan yang disebutkan di atas. Meskipun tidak mungkin untuk menghindari aliran agen keluar dari sistem pembuangan dan ke atmosfer selama induksi, strategi untuk mengelola pengaturan FGF dan vaporizer dapat digunakan untuk meminimalkan jumlah limbah dan polusi. Topik ini akan mengeksplorasi strategi tersebut, menekankan dampaknya pada limbah anestesi inhalasi.

Untuk tujuan demonstrasi, kita akan menganggap periode ""wash-in"" - waktu untuk membentuk konsentrasi anestesi yang efektif dalam sirkuit anestesi dan paru-paru - sebagai 3 menit pertama. Periode induksi keseluruhan akan dianggap sebagai 10 menit awal atau lebih setelah itu penyerapan anestesi oleh pasien melambat sehingga dapat dipertahankan tanpa penyesuaian yang sering pada pengaturan vaporizer dan FGF."
"LFA Case 6 FGF After Induction/State Canvas/Last Topic Slide/Text (1)","
In this topic, we have learned that it is possible to reduce flows and anesthetic waste during induction and still achieve the desired anesthetic depth in the time required.  The important learning points are:

<indent=2%>•<indent=4%>FGF significantly above minute ventilation creates waste without speeding induction</indent></indent>
<indent=2%>•<indent=4%>The vaporizer setting (F<sub>D</sub>A) must be increased well above the target F<sub>E</sub>A to establish the desired anesthetic depth in the time required</indent></indent>
<indent=2%>•<indent=4%>The vaporizer setting must be reduced as induction proceeds to avoid overdosage</indent></indent>
<indent=2%>•<indent=4%>If FGF is too low, even with a maximum vaporizer setting, there can be a risk of awareness especially early in induction</indent></indent>

Continuous monitoring of F<sub>E</sub>A is required to manage the interaction between FGF and vaporizer setting to achieve the desired anesthetic depth.",Korean LFA ASA 2022,Y,"Dalam topik ini, kita telah belajar bahwa mungkin untuk mengurangi aliran dan limbah anestesi selama induksi dan tetap mencapai kedalaman anestesi yang diinginkan dalam waktu yang diperlukan. Poin pembelajaran penting adalah:

<indent=2%>•<indent=4%>FGF yang jauh di atas ventilasi menit menciptakan limbah tanpa mempercepat induksi</indent></indent>
<indent=2%>•<indent=4%>Pengaturan vaporizer (F<sub>D</sub>A) harus ditingkatkan jauh di atas target F<sub>E</sub>A untuk membentuk kedalaman anestesi yang diinginkan dalam waktu yang diperlukan</indent></indent>
<indent=2%>•<indent=4%>Pengaturan vaporizer harus dikurangi seiring berjalannya induksi untuk menghindari overdosis</indent></indent>
<indent=2%>•<indent=4%>Jika FGF terlalu rendah, bahkan dengan pengaturan vaporizer maksimum, ada risiko kesadaran terutama pada awal induksi</indent></indent>

Pemantauan terus-menerus terhadap F<sub>E</sub>A diperlukan untuk mengelola interaksi antara FGF dan pengaturan vaporizer untuk mencapai kedalaman anestesi yang diinginkan."
"LFA Case 6 FGF After Induction/State Canvas/Topic Slide State 2 with Preox/Heading (1)","",Korean LFA ASA 2022,Y,""
